epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,24777.3,0.01778,0.21848,0.73174,0.90233,0.59945,0.73891,0.5215,0.01917,0.22472,0.73735,0.000265502,0.000265502,0.000265502
121,24963.7,0.01784,0.2183,0.73154,0.90227,0.59934,0.73898,0.52182,0.01917,0.22462,0.73735,0.000257988,0.000257988,0.000257988
122,25153.1,0.01775,0.2176,0.7309,0.90257,0.5995,0.73883,0.52183,0.01917,0.22455,0.73739,0.000250549,0.000250549,0.000250549
123,25340.3,0.01765,0.21649,0.73158,0.90282,0.5995,0.73892,0.52209,0.01917,0.22448,0.73738,0.000243187,0.000243187,0.000243187
124,25530.7,0.01774,0.21692,0.73191,0.90348,0.59973,0.73908,0.52199,0.01917,0.22466,0.73739,0.000235906,0.000235906,0.000235906
125,25718.1,0.01763,0.21539,0.73069,0.90376,0.59991,0.73955,0.52226,0.01917,0.22471,0.73733,0.000228706,0.000228706,0.000228706
126,25906.9,0.01767,0.21591,0.73096,0.90307,0.6003,0.73987,0.52243,0.01917,0.22465,0.73734,0.000221591,0.000221591,0.000221591
127,26094.8,0.01763,0.21556,0.73039,0.90319,0.60026,0.73974,0.52246,0.01917,0.22482,0.73732,0.000214562,0.000214562,0.000214562
128,26282.4,0.01755,0.21464,0.73153,0.90402,0.60015,0.73991,0.52242,0.01917,0.22471,0.73731,0.000207622,0.000207622,0.000207622
129,26469.7,0.01755,0.21452,0.73085,0.90422,0.60021,0.73988,0.52257,0.01917,0.22476,0.73734,0.000200773,0.000200773,0.000200773
130,26657.2,0.01754,0.21503,0.73002,0.90338,0.6003,0.73988,0.52289,0.01916,0.22468,0.73733,0.000194016,0.000194016,0.000194016
131,26845.7,0.01748,0.21439,0.7299,0.90443,0.60082,0.74035,0.52269,0.01916,0.22488,0.73733,0.000187354,0.000187354,0.000187354
132,27058.6,0.01738,0.2131,0.73031,0.90378,0.60049,0.74035,0.52303,0.01916,0.22464,0.73734,0.000180789,0.000180789,0.000180789
133,27248.8,0.01744,0.21395,0.73059,0.90423,0.60039,0.74024,0.52289,0.01916,0.22484,0.73737,0.000174323,0.000174323,0.000174323
134,27439.3,0.01737,0.21229,0.72976,0.90352,0.60044,0.74038,0.52271,0.01917,0.22508,0.73737,0.000167957,0.000167957,0.000167957
135,27633.2,0.01742,0.21263,0.72893,0.9035,0.6003,0.74013,0.52278,0.01917,0.22514,0.7374,0.000161695,0.000161695,0.000161695
136,27819.9,0.0175,0.21428,0.73046,0.90339,0.60012,0.74018,0.52278,0.01917,0.22505,0.73741,0.000155537,0.000155537,0.000155537
