epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,49567.4,0.02573,0.2547,0.44348,0.87591,0.58441,0.70707,0.47472,0.02146,0.20346,0.42642,0.00539577,0.00539577,0.00539577
142,49869.5,0.02564,0.25356,0.44315,0.87756,0.58335,0.70694,0.47469,0.02145,0.20329,0.42641,0.00537167,0.00537167,0.00537167
143,50122.3,0.02588,0.2551,0.44259,0.87726,0.5837,0.70702,0.47489,0.02145,0.2033,0.42643,0.00534756,0.00534756,0.00534756
144,50379.7,0.02577,0.25512,0.44275,0.87781,0.58432,0.70751,0.47507,0.02144,0.20337,0.42641,0.00532346,0.00532346,0.00532346
145,50624.8,0.02575,0.25477,0.44305,0.87667,0.58402,0.70707,0.47485,0.02144,0.20337,0.4264,0.00529936,0.00529936,0.00529936
146,50871.5,0.02594,0.25626,0.44351,0.87782,0.58471,0.70791,0.47495,0.02143,0.20342,0.42639,0.00527526,0.00527526,0.00527526
147,51122.5,0.02578,0.25452,0.44234,0.87762,0.58433,0.70758,0.47488,0.02144,0.20351,0.42639,0.00525116,0.00525116,0.00525116
148,51361,0.02552,0.2523,0.44263,0.87779,0.58458,0.70793,0.47513,0.02143,0.20352,0.42639,0.00522706,0.00522706,0.00522706
149,51617.3,0.0256,0.25319,0.44336,0.8784,0.58442,0.7078,0.47512,0.02143,0.20345,0.42641,0.00520295,0.00520295,0.00520295
150,51916.2,0.02569,0.25377,0.44247,0.87869,0.58467,0.70803,0.47508,0.02143,0.20341,0.42637,0.00517885,0.00517885,0.00517885
151,52405,0.02569,0.25442,0.44337,0.87784,0.58484,0.70796,0.47516,0.02143,0.20346,0.42636,0.00515475,0.00515475,0.00515475
152,52689.5,0.02568,0.25388,0.44254,0.87778,0.58488,0.708,0.47511,0.02143,0.20346,0.42635,0.00513065,0.00513065,0.00513065
153,52972.9,0.02559,0.25347,0.44212,0.87761,0.58515,0.70801,0.47531,0.02142,0.20352,0.42633,0.00510655,0.00510655,0.00510655
154,53331.9,0.02573,0.25322,0.44276,0.8775,0.58516,0.70812,0.47538,0.02141,0.2036,0.42633,0.00508245,0.00508245,0.00508245
155,53607.3,0.02576,0.25399,0.44274,0.8769,0.58544,0.70833,0.4754,0.02142,0.20353,0.42632,0.00505834,0.00505834,0.00505834
156,54002.6,0.02577,0.25568,0.44338,0.87741,0.58551,0.70829,0.47534,0.02141,0.2035,0.42633,0.00503424,0.00503424,0.00503424
157,54282.4,0.02576,0.25371,0.44185,0.87768,0.58561,0.7085,0.47541,0.02142,0.20369,0.42633,0.00501014,0.00501014,0.00501014
158,54560.8,0.02567,0.25311,0.44226,0.87801,0.58578,0.70839,0.47543,0.02141,0.20358,0.42633,0.00498604,0.00498604,0.00498604
159,54848.8,0.02556,0.25203,0.44202,0.87763,0.58559,0.70825,0.47542,0.02141,0.20351,0.42633,0.00496194,0.00496194,0.00496194
160,55126.3,0.02555,0.25215,0.4426,0.87731,0.58601,0.70842,0.47556,0.0214,0.20364,0.42633,0.00493784,0.00493784,0.00493784
161,55415.9,0.02558,0.25243,0.44318,0.878,0.58582,0.70834,0.47548,0.0214,0.20376,0.42632,0.00491373,0.00491373,0.00491373
162,55694.3,0.02554,0.25214,0.44249,0.87774,0.58572,0.70798,0.47538,0.0214,0.20379,0.42631,0.00488963,0.00488963,0.00488963
163,55980.4,0.02563,0.2535,0.44236,0.87769,0.58586,0.70819,0.47552,0.02139,0.20374,0.4263,0.00486553,0.00486553,0.00486553
164,56272.4,0.02556,0.25158,0.44233,0.87763,0.58593,0.70802,0.47559,0.02139,0.20377,0.42629,0.00484143,0.00484143,0.00484143
165,56551.3,0.0255,0.25122,0.44193,0.87784,0.58514,0.70793,0.47571,0.02139,0.20383,0.42631,0.00481733,0.00481733,0.00481733
166,56841.1,0.02534,0.24988,0.44145,0.87847,0.58525,0.70814,0.47571,0.02139,0.20385,0.42629,0.00479323,0.00479323,0.00479323
167,57123.4,0.02539,0.25085,0.44222,0.87794,0.58532,0.70816,0.47549,0.02139,0.20407,0.42629,0.00476912,0.00476912,0.00476912
168,57367.6,0.02558,0.25246,0.4428,0.87832,0.58527,0.70813,0.4757,0.02139,0.2042,0.4263,0.00474502,0.00474502,0.00474502
169,57610.2,0.02558,0.25256,0.44219,0.87861,0.58542,0.70802,0.4754,0.0214,0.20424,0.42627,0.00472092,0.00472092,0.00472092
170,57859.9,0.02538,0.2502,0.44106,0.87933,0.58538,0.70809,0.47556,0.02139,0.20408,0.42626,0.00469682,0.00469682,0.00469682
171,58106.4,0.02544,0.24983,0.44192,0.87876,0.5853,0.70776,0.47541,0.02138,0.20397,0.42625,0.00467272,0.00467272,0.00467272
172,58357.4,0.02528,0.24962,0.44171,0.87921,0.58552,0.70811,0.47533,0.02138,0.20402,0.42626,0.00464862,0.00464862,0.00464862
173,58796.2,0.0254,0.25113,0.4422,0.87824,0.58557,0.7079,0.47522,0.02139,0.20411,0.42624,0.00462451,0.00462451,0.00462451
174,59068.4,0.02526,0.2507,0.44257,0.87818,0.58569,0.70817,0.47536,0.02139,0.20403,0.42624,0.00460041,0.00460041,0.00460041
175,59343.6,0.02537,0.25042,0.44221,0.8789,0.58584,0.70827,0.47548,0.02139,0.20384,0.42622,0.00457631,0.00457631,0.00457631
176,59601,0.02536,0.24962,0.44179,0.87774,0.58608,0.70818,0.47547,0.02139,0.20394,0.42622,0.00455221,0.00455221,0.00455221
177,60567.7,0.0253,0.25056,0.4423,0.87754,0.58622,0.70806,0.47526,0.02139,0.20399,0.42622,0.00452811,0.00452811,0.00452811
